transaction_id,user_id,transaction_amount,transaction_type,payment_mode,device_type,device_location,account_age_days,transaction_hour,previous_failed_attempts,avg_transaction_amount,is_international,ip_risk_score,login_attempts_last_24h,fraud_label
T1718,U8631,22701.55,Payment,NetBanking,Android,Delhi,802,3,1,17065.9,1,0.624,7,1
T1719,U5004,17465.03,Transfer,Card,Web,Delhi,298,16,0,24229.99,0,0.155,3,0
T1720,U4320,9089.92,Payment,Card,Android,Hyderabad,1799,8,1,10210.44,0,0.171,2,0
T1721,U3778,1691.67,Withdrawal,NetBanking,Android,Delhi,205,15,0,2288.54,1,0.046,2,0
T1722,U3335,23573.39,Payment,Card,Android,Delhi,1701,17,0,17273.87,0,0.169,5,0
T1723,U4007,30584.03,Withdrawal,Card,Android,Bangalore,941,9,0,25669.45,1,0.049,1,0
T1724,U9812,36203.13,Payment,Card,Web,Hyderabad,1952,12,4,29616.46,0,0.095,5,0
T1725,U6763,540.59,Payment,UPI,iOS,Mumbai,1105,18,1,432.53,0,0.149,2,0
T1726,U9896,6349.42,Payment,Card,iOS,Delhi,842,17,0,9415.01,0,0.108,2,0
T1727,U3073,5657.08,Payment,Card,Android,Delhi,618,13,0,5987.75,0,0.26,2,0
T1728,U8847,42391.18,Payment,NetBanking,iOS,Mumbai,263,15,1,27542.58,0,0.025,3,0
T1729,U7246,7951.78,Transfer,Card,Web,Chennai,1124,19,0,7917.21,0,0.221,5,0
T1730,U7036,9291.95,Withdrawal,Wallet,Android,Hyderabad,1259,9,0,16513.75,0,0.205,3,0
T1731,U5558,31388.84,Transfer,UPI,Android,Hyderabad,232,2,4,12100.98,0,0.822,7,1
T1732,U6661,6040.9,Transfer,NetBanking,iOS,Hyderabad,648,14,0,7369.76,0,0.263,1,0
T1733,U6687,9850.78,Payment,UPI,iOS,Bangalore,404,18,0,10439.86,0,0.516,2,0
T1734,U3370,2883.06,Withdrawal,NetBanking,Android,Mumbai,903,8,0,3143.78,0,0.218,1,0
T1735,U7164,3229.08,Payment,UPI,Android,Mumbai,1359,11,0,4238.91,0,0.192,2,0
T1736,U1938,19251.92,Withdrawal,NetBanking,Android,Mumbai,1555,20,1,23687.66,0,0.18,1,0
T1737,U2740,9231.13,Withdrawal,Wallet,Web,Delhi,1769,13,1,9060.07,0,0.125,2,0
T1738,U9386,4029.73,Transfer,Wallet,Android,Delhi,1386,0,4,5583.4,0,0.899,7,1
T1739,U8125,14992.24,Payment,UPI,Web,Delhi,944,16,2,15072.89,0,0.269,3,0
T1740,U5813,16621.03,Payment,UPI,Web,Chennai,987,13,0,12409.77,0,0.377,3,0
T1741,U7957,7123.78,Payment,UPI,Android,Chennai,1068,20,1,4898.12,0,0.329,5,0
T1742,U9816,9847.18,Transfer,Card,Android,Mumbai,824,20,2,10473.66,0,0.094,6,0
T1743,U1534,13891.7,Transfer,Wallet,Android,Hyderabad,970,10,0,12841.19,0,0.459,4,0
T1744,U8492,2905.8,Transfer,Card,Android,Mumbai,968,12,2,2022.75,0,0.151,2,0
T1745,U6615,37088.63,Transfer,Card,Android,Mumbai,1922,16,3,29034.69,0,0.18,1,0
T1746,U9577,8720.24,Transfer,UPI,Android,Chennai,468,8,0,6986.73,0,0.321,3,0
T1747,U4282,20715.99,Payment,UPI,Android,Delhi,1487,14,0,25878.26,0,0.337,1,0
T1748,U5825,22243.43,Payment,Card,Android,Mumbai,1127,12,0,24466.96,1,0.251,1,0
T1749,U4831,32170.78,Transfer,Card,Android,Hyderabad,1217,14,1,18834.34,0,0.189,2,0
T1750,U4347,18124.02,Transfer,NetBanking,Android,Mumbai,1318,7,1,15017.03,0,0.33,6,0
T1751,U9880,15066.42,Transfer,Card,iOS,Hyderabad,475,16,0,20900.76,0,0.342,3,0
T1752,U9869,4433.78,Withdrawal,Wallet,Android,Hyderabad,1373,20,2,5687.05,0,0.472,1,0
T1753,U1231,6992.47,Payment,NetBanking,Android,Chennai,689,21,0,8254.7,0,0.18,2,0
T1754,U9379,9805.01,Payment,UPI,iOS,Hyderabad,1284,12,0,12759.82,0,0.182,7,0
T1755,U1457,20302.61,Payment,UPI,Android,Mumbai,1959,20,2,18492.56,0,0.208,3,0
T1756,U7404,19488.15,Transfer,Wallet,Web,Bangalore,591,12,2,15042.75,0,0.134,4,0
T1757,U1203,11599.02,Payment,Card,iOS,Delhi,1172,8,2,11590.08,0,0.324,4,0
T1758,U2404,9363.64,Payment,NetBanking,Android,Bangalore,840,21,1,12907.95,0,0.31,2,0
T1759,U8312,8899.23,Payment,Wallet,Android,Chennai,181,16,0,4448.35,1,0.77,5,1
T1760,U5153,11715.87,Payment,Card,Android,Bangalore,506,9,2,12716.2,0,0.18,1,0
T1761,U4105,10392.14,Transfer,NetBanking,Android,Chennai,47,0,2,5503.79,1,0.923,4,1
T1762,U2557,19238.32,Withdrawal,Wallet,Android,Chennai,1285,18,1,10588.49,0,0.056,9,0
T1763,U3547,3096.3,Transfer,UPI,iOS,Mumbai,1520,17,0,3564.33,0,0.247,4,0
T1764,U2749,5252.23,Transfer,UPI,iOS,Mumbai,1251,16,0,5672.61,0,0.259,1,0
T1765,U9878,17195.13,Transfer,UPI,iOS,Mumbai,1809,9,0,9614.8,1,0.272,3,0
T1766,U5355,37990.46,Transfer,UPI,Android,Delhi,623,11,1,24484.11,0,0.227,2,0
T1767,U4363,460.98,Withdrawal,Wallet,Web,Chennai,1657,17,0,605.44,0,0.437,5,0
T1768,U3471,13478.87,Withdrawal,Wallet,Android,Hyderabad,509,18,0,13614.83,0,0.355,1,0
T1769,U9061,15939.79,Payment,Card,Android,Hyderabad,1340,16,2,24300.59,0,0.346,4,0
T1770,U3116,3253.17,Transfer,UPI,Android,Hyderabad,187,5,3,2717.21,1,0.338,7,1
T1771,U3701,2717.41,Withdrawal,NetBanking,iOS,Chennai,1251,14,1,2649.19,1,0.049,1,0
T1772,U1912,5723.78,Payment,NetBanking,Android,Bangalore,1451,20,0,3597.61,0,0.073,3,0
T1773,U1181,28834.88,Transfer,NetBanking,Web,Mumbai,1117,9,0,29586.73,0,0.116,1,0
T1774,U9394,21793.32,Withdrawal,Card,iOS,Delhi,1478,19,0,27226.21,1,0.39,1,0
T1775,U9686,25798.24,Transfer,UPI,iOS,Chennai,865,12,0,26178.43,0,0.115,7,0
T1776,U2602,20889.99,Transfer,Wallet,Android,Mumbai,943,19,1,24232.07,0,0.359,2,0
T1777,U4397,6632.87,Payment,NetBanking,iOS,Chennai,1860,13,1,10221.4,0,0.281,5,0
T1778,U4539,24536.05,Payment,UPI,iOS,Hyderabad,1758,12,4,26348.28,0,0.557,2,0
T1779,U4146,29646.8,Payment,UPI,iOS,Chennai,875,16,1,26894.62,0,0.396,1,0
T1780,U7177,2971.84,Payment,Wallet,Android,Bangalore,1079,16,0,4229.58,0,0.114,1,0
T1781,U4655,11626.66,Payment,Wallet,Web,Delhi,1199,8,1,8685.06,0,0.253,5,0
T1782,U1005,22233.68,Payment,Card,Android,Hyderabad,1219,17,1,24303.34,0,0.073,3,0
T1783,U1783,20205.0,Payment,UPI,Android,Mumbai,1749,17,0,19223.88,0,0.184,4,0
T1784,U7833,23047.65,Transfer,UPI,Web,Chennai,1088,17,0,21467.31,0,0.161,2,0
T1785,U9871,25960.77,Withdrawal,Wallet,Android,Hyderabad,1763,21,1,25232.29,0,0.035,4,0
T1786,U7686,14546.77,Payment,NetBanking,Android,Delhi,1013,21,0,19333.0,0,0.032,2,0
T1787,U3839,4003.27,Withdrawal,Card,Android,Bangalore,729,15,1,3020.6,0,0.484,3,0
T1788,U8744,17561.24,Transfer,Card,iOS,Mumbai,636,16,1,23203.83,0,0.197,1,0
T1789,U6769,9102.62,Withdrawal,UPI,Android,Mumbai,1792,20,2,9582.14,0,0.149,4,0
T1790,U3361,5351.2,Withdrawal,UPI,Android,Delhi,1611,16,1,5077.11,0,0.388,4,0
T1791,U4039,28265.35,Payment,Card,iOS,Chennai,1173,12,0,26490.1,0,0.198,3,0
T1792,U9554,31686.88,Payment,UPI,Android,Bangalore,955,17,0,28940.3,0,0.223,2,0
T1793,U6501,37654.97,Payment,Card,Android,Chennai,635,15,1,29787.25,1,0.192,5,0
T1794,U5849,18468.18,Payment,NetBanking,iOS,Delhi,17,1,3,11625.59,1,0.778,6,1
T1795,U4463,28802.26,Transfer,NetBanking,Android,Mumbai,810,18,3,25324.24,0,0.26,2,0
T1796,U6555,17723.76,Payment,NetBanking,Android,Chennai,1701,14,0,16381.23,0,0.195,1,0
T1797,U5939,17993.14,Transfer,Card,Android,Chennai,427,9,1,18044.52,0,0.063,9,0
T1798,U7606,3176.86,Withdrawal,UPI,Web,Chennai,1417,14,1,4269.05,0,0.283,3,0
T1799,U2448,13959.23,Transfer,Wallet,Web,Bangalore,1715,10,0,13207.95,0,0.193,6,0
T1800,U3788,986.11,Transfer,Card,Android,Hyderabad,1775,12,0,886.22,0,0.184,4,0
T1801,U6549,13285.94,Transfer,NetBanking,iOS,Bangalore,1293,20,0,10596.89,1,0.127,5,0
T1802,U5268,10801.04,Withdrawal,Card,Android,Hyderabad,1550,15,0,10571.03,0,0.297,8,0
T1803,U4961,344.56,Payment,Wallet,iOS,Chennai,278,16,1,222.82,0,0.523,2,0
T1804,U5763,36271.39,Transfer,NetBanking,Android,Mumbai,632,18,0,27581.17,0,0.176,1,0
T1805,U1141,6930.82,Transfer,Card,Android,Mumbai,1425,20,0,9521.8,0,0.074,6,0
T1806,U4863,17274.5,Withdrawal,Card,iOS,Delhi,453,8,0,23038.8,0,0.12,2,0
T1807,U6460,22306.11,Payment,NetBanking,Android,Delhi,182,17,3,25940.37,0,0.284,3,0
T1808,U7181,17682.87,Transfer,Card,Android,Chennai,330,9,0,19679.52,0,0.218,5,0
T1809,U1943,12196.56,Transfer,UPI,iOS,Hyderabad,1218,16,0,11815.36,0,0.1,2,0
T1810,U6558,35863.05,Transfer,Card,iOS,Hyderabad,222,1,3,7602.01,0,0.961,7,1
T1811,U4290,6752.45,Withdrawal,UPI,iOS,Chennai,328,21,0,7005.81,0,0.216,2,0
T1812,U6464,8888.25,Transfer,NetBanking,Web,Delhi,1994,15,1,9812.57,0,0.135,2,0
T1813,U7943,10577.11,Payment,Card,Android,Chennai,1004,14,1,14575.58,0,0.057,3,0
T1814,U5420,5523.91,Withdrawal,Card,iOS,Delhi,1768,12,1,8103.66,0,0.115,2,0
T1815,U6127,44371.46,Withdrawal,NetBanking,Android,Hyderabad,12,16,4,17656.95,0,0.927,5,1
T1816,U6012,1218.57,Payment,Card,Android,Bangalore,858,12,3,1120.12,0,0.15,5,0
T1817,U9355,5859.65,Transfer,NetBanking,iOS,Mumbai,706,20,1,5855.46,0,0.251,3,0
T1818,U8855,50000.0,Payment,Card,Web,Chennai,30,8,4,16608.79,0,0.746,5,1
T1819,U5220,17985.93,Transfer,UPI,iOS,Delhi,708,8,0,16977.58,1,0.251,3,0
T1820,U3034,9713.74,Transfer,NetBanking,Web,Hyderabad,985,20,0,8565.61,0,0.301,2,0
T1821,U9984,4696.64,Payment,Card,Web,Bangalore,226,13,1,3687.18,0,0.255,6,0
T1822,U1211,25738.75,Payment,Card,Android,Hyderabad,506,16,1,20675.17,0,0.193,1,0
T1823,U5521,31800.8,Transfer,UPI,iOS,Bangalore,650,9,1,29405.22,0,0.302,2,0
T1824,U4947,411.39,Payment,UPI,Android,Bangalore,535,17,0,449.69,0,0.102,7,0
T1825,U2473,15011.2,Withdrawal,NetBanking,iOS,Hyderabad,235,21,1,17718.58,0,0.282,2,0
T1826,U5172,8758.02,Payment,NetBanking,Web,Chennai,723,11,1,10406.53,0,0.246,2,0
T1827,U3337,32175.76,Transfer,NetBanking,Android,Delhi,775,12,3,28316.0,0,0.205,2,0
T1828,U3402,4797.56,Transfer,Card,iOS,Hyderabad,709,14,2,5759.38,0,0.343,1,0
T1829,U8479,32781.24,Transfer,Card,Web,Delhi,386,11,0,25147.52,0,0.157,4,0
T1830,U1986,17205.79,Payment,Card,Web,Bangalore,1945,14,1,20167.42,0,0.184,3,0
T1831,U1500,825.64,Payment,Card,Android,Bangalore,1915,13,0,887.33,0,0.134,2,0
T1832,U4588,4676.21,Withdrawal,NetBanking,Android,Chennai,278,13,0,8984.15,1,0.284,1,0
T1833,U5361,8450.47,Transfer,Card,Android,Chennai,302,9,1,7390.81,0,0.442,6,0
T1834,U4156,50000.0,Payment,NetBanking,Android,Bangalore,50,6,4,13540.86,0,0.937,8,1
T1835,U2825,1404.53,Withdrawal,Wallet,Android,Chennai,383,14,2,2078.21,0,0.076,2,0
T1836,U9271,25599.35,Payment,Card,iOS,Bangalore,35,0,1,10092.86,1,0.623,6,1
T1837,U1922,7872.58,Payment,Wallet,iOS,Bangalore,772,7,1,9194.82,0,0.243,4,0
T1838,U9405,187.4,Withdrawal,UPI,iOS,Hyderabad,1744,13,0,154.92,0,0.244,1,0
T1839,U2726,30531.87,Transfer,Card,iOS,Chennai,1791,11,2,28967.58,0,0.239,3,0
T1840,U5666,3759.79,Transfer,NetBanking,Android,Hyderabad,851,19,2,3161.2,0,0.161,1,0
T1841,U9457,12519.09,Payment,UPI,Android,Hyderabad,1371,10,2,11016.43,0,0.276,1,0
T1842,U1701,15670.9,Payment,NetBanking,iOS,Delhi,406,8,0,24060.91,0,0.088,9,0
T1843,U3652,50000.0,Payment,Card,Web,Delhi,171,2,3,19433.51,1,0.893,2,1
T1844,U4186,24978.2,Payment,UPI,Android,Delhi,545,10,1,26156.71,0,0.409,1,0
T1845,U1178,23496.35,Transfer,UPI,iOS,Mumbai,1373,9,1,16279.98,1,0.279,5,0
T1846,U1246,18559.58,Payment,UPI,Web,Mumbai,985,16,0,25440.45,0,0.365,1,0
T1847,U3811,6136.21,Payment,Wallet,iOS,Mumbai,573,20,1,9249.25,0,0.717,1,0
T1848,U5024,8803.07,Transfer,NetBanking,Android,Mumbai,1374,10,0,6960.44,0,0.21,2,0
T1849,U3947,2531.51,Payment,Wallet,Android,Bangalore,913,14,0,2268.19,0,0.185,2,0
T1850,U2919,3705.74,Withdrawal,Wallet,iOS,Mumbai,1023,7,0,4224.42,0,0.142,3,0
T1851,U7311,8642.23,Payment,Card,iOS,Hyderabad,1041,20,1,4688.8,0,0.144,7,0
T1852,U9220,29419.77,Transfer,Wallet,iOS,Bangalore,1244,7,0,28888.92,0,0.266,4,0
T1853,U3463,32857.84,Payment,UPI,Android,Mumbai,267,9,0,29016.68,0,0.11,4,0
T1854,U4859,12338.72,Withdrawal,NetBanking,iOS,Chennai,378,21,2,14311.76,0,0.163,1,0
T1855,U4453,2976.38,Payment,Card,iOS,Mumbai,1390,15,0,3525.99,0,0.249,6,0
T1856,U4280,15714.78,Payment,NetBanking,Web,Mumbai,1500,11,1,14993.47,0,0.137,3,0
T1857,U6852,19702.9,Transfer,Card,iOS,Mumbai,1931,11,0,15213.8,0,0.173,3,0
T1858,U7547,9779.41,Transfer,Card,Android,Delhi,1986,15,1,12845.68,0,0.212,2,0
T1859,U9157,31654.07,Withdrawal,NetBanking,Android,Mumbai,793,14,1,23501.48,0,0.231,7,0
T1860,U8253,23263.9,Payment,Card,iOS,Hyderabad,1057,8,0,25346.7,0,0.225,2,0
T1861,U7556,18806.55,Payment,UPI,Web,Hyderabad,1915,17,1,15990.73,0,0.198,2,0
T1862,U3271,8015.43,Transfer,Card,Android,Mumbai,321,10,1,14707.27,0,0.261,3,0
T1863,U6115,15835.1,Payment,Card,Android,Chennai,405,20,0,17227.14,0,0.281,1,0
T1864,U4719,27408.37,Transfer,Card,iOS,Mumbai,1764,14,1,24121.49,0,0.123,2,0
T1865,U3198,29191.83,Payment,NetBanking,Android,Mumbai,1773,9,0,18021.43,0,0.093,4,0
T1866,U3318,5249.86,Transfer,NetBanking,iOS,Hyderabad,847,12,0,7157.01,0,0.256,3,0
T1867,U2008,3993.01,Payment,UPI,iOS,Chennai,309,13,0,2766.1,0,0.234,2,0
T1868,U8712,10142.08,Transfer,NetBanking,Android,Delhi,1242,8,1,14321.83,0,0.081,2,0
T1869,U5536,23639.02,Payment,UPI,iOS,Hyderabad,1939,18,0,23273.9,0,0.477,5,0
T1870,U6720,50000.0,Withdrawal,Card,Web,Hyderabad,14,20,1,18748.11,0,0.589,3,1
T1871,U2486,50000.0,Transfer,UPI,iOS,Hyderabad,1684,16,3,28658.84,0,0.269,7,0
T1872,U2312,12652.57,Transfer,Wallet,Android,Bangalore,1122,15,1,17051.91,0,0.402,3,0
T1873,U3636,21077.01,Payment,Card,iOS,Bangalore,484,11,0,20681.46,0,0.309,2,0
T1874,U7769,3801.58,Transfer,Card,Android,Mumbai,1728,17,0,3980.47,0,0.328,1,0
T1875,U1664,3021.26,Payment,Card,Web,Delhi,1110,18,0,4090.5,0,0.121,1,0
T1876,U8988,4914.03,Payment,NetBanking,Web,Mumbai,1784,18,3,7935.72,1,0.538,2,0
T1877,U7832,22985.68,Transfer,Wallet,Web,Hyderabad,564,11,0,21419.52,0,0.055,3,0
T1878,U5938,10245.93,Payment,NetBanking,Android,Hyderabad,489,8,1,12258.89,0,0.222,4,0
T1879,U6729,1616.33,Payment,NetBanking,iOS,Mumbai,289,20,0,2113.95,1,0.586,4,0
T1880,U6924,9488.11,Transfer,UPI,iOS,Chennai,1545,9,0,9471.08,0,0.24,3,0
T1881,U5104,23891.93,Withdrawal,Wallet,iOS,Delhi,1648,11,0,17811.94,0,0.138,2,0
T1882,U3539,23702.32,Withdrawal,NetBanking,Android,Chennai,727,14,0,25479.54,0,0.514,1,0
T1883,U8641,25526.24,Payment,Card,Web,Delhi,1361,11,0,29015.36,0,0.083,1,0
T1884,U2335,26840.27,Payment,UPI,iOS,Delhi,1851,17,0,26871.81,0,0.327,1,0
T1885,U9130,8148.71,Transfer,Card,iOS,Hyderabad,1559,20,0,7175.47,0,0.191,4,0
T1886,U9914,19097.25,Payment,NetBanking,iOS,Hyderabad,777,17,1,18545.7,0,0.13,2,0
T1887,U8360,14159.6,Transfer,Card,Android,Chennai,838,7,1,13070.16,0,0.193,1,0
T1888,U4017,7405.66,Payment,NetBanking,Android,Delhi,534,13,0,9679.86,0,0.249,3,0
T1889,U6719,50000.0,Payment,NetBanking,iOS,Bangalore,581,15,0,28160.86,1,0.205,3,0
T1890,U8548,23471.01,Withdrawal,NetBanking,Web,Bangalore,1440,21,0,22847.49,0,0.255,7,0
T1891,U5388,7849.05,Withdrawal,NetBanking,Android,Hyderabad,1248,9,0,9256.15,0,0.375,2,0
T1892,U4555,8300.47,Transfer,NetBanking,Android,Delhi,455,21,1,8667.67,0,0.128,2,0
T1893,U1672,31372.47,Payment,Wallet,iOS,Mumbai,12,2,4,9133.54,1,0.903,9,1
T1894,U7440,15414.22,Transfer,NetBanking,Android,Bangalore,33,4,2,4769.6,0,0.692,7,1
T1895,U3524,8141.46,Withdrawal,Card,Android,Bangalore,1023,18,0,9183.75,0,0.105,6,0
T1896,U5520,25822.05,Payment,Card,Android,Chennai,1211,10,1,21561.31,0,0.043,2,0
T1897,U9161,18556.13,Payment,NetBanking,Android,Bangalore,1125,21,1,19748.54,0,0.174,1,0
T1898,U8412,27272.83,Payment,NetBanking,Android,Chennai,1260,19,0,26169.69,0,0.255,2,0
T1899,U9369,18392.94,Payment,NetBanking,Android,Mumbai,1208,13,0,18848.16,0,0.157,1,0
T1900,U7026,35551.55,Withdrawal,NetBanking,Android,Chennai,384,7,0,27093.9,0,0.05,2,0
T1901,U1960,3556.61,Payment,UPI,Android,Bangalore,765,17,0,4520.66,0,0.092,7,0
T1902,U4368,29993.97,Payment,Wallet,Android,Chennai,294,14,0,25111.0,0,0.643,5,0
T1903,U2140,24665.93,Withdrawal,Card,Android,Bangalore,1864,15,0,27931.13,0,0.053,2,0
T1904,U2846,860.28,Payment,UPI,Web,Hyderabad,436,12,1,1048.76,0,0.052,6,0
T1905,U2090,6019.64,Withdrawal,NetBanking,iOS,Hyderabad,1726,18,0,3908.19,0,0.109,3,0
T1906,U3301,22233.58,Payment,NetBanking,iOS,Hyderabad,328,20,0,29540.97,0,0.069,1,0
T1907,U2512,14704.06,Transfer,UPI,iOS,Chennai,1059,19,0,14359.07,0,0.198,2,0
T1908,U4918,37676.12,Withdrawal,Card,Web,Hyderabad,102,13,3,10618.7,0,0.678,8,1
T1909,U1257,29472.11,Payment,NetBanking,Android,Bangalore,767,21,0,25106.69,0,0.137,2,0
T1910,U5670,15412.22,Payment,NetBanking,Web,Hyderabad,661,8,0,12092.47,0,0.315,4,0
T1911,U6252,12222.49,Payment,UPI,iOS,Hyderabad,659,16,1,12785.89,0,0.114,4,0
T1912,U2739,5335.56,Payment,NetBanking,iOS,Bangalore,1851,15,2,4356.18,0,0.098,4,0
T1913,U6451,19984.27,Payment,NetBanking,Web,Hyderabad,1260,18,0,27089.26,0,0.266,1,0
T1914,U2854,22507.68,Transfer,Card,iOS,Delhi,460,8,0,19409.41,0,0.585,7,0
T1915,U8488,18066.08,Payment,Card,iOS,Bangalore,483,20,0,15696.24,0,0.364,2,0
T1916,U9063,8561.12,Payment,Card,Web,Mumbai,1262,14,1,10661.0,1,0.092,2,0
T1917,U2221,3838.71,Transfer,NetBanking,iOS,Delhi,28,0,4,2177.64,1,0.644,7,1
T1918,U4731,17849.13,Payment,Card,Android,Mumbai,1063,13,0,25819.65,0,0.252,2,0
T1919,U9041,5944.44,Transfer,Wallet,iOS,Hyderabad,1538,17,0,7162.49,1,0.06,1,0
T1920,U9736,3919.12,Payment,UPI,iOS,Hyderabad,527,12,2,4427.14,0,0.555,3,0
T1921,U9813,10517.64,Payment,NetBanking,Android,Mumbai,705,9,0,12811.73,0,0.112,7,0
T1922,U3691,706.04,Withdrawal,Card,Android,Bangalore,1291,18,0,933.75,0,0.196,1,0
T1923,U9685,3144.89,Withdrawal,NetBanking,Web,Chennai,1842,15,0,4831.71,0,0.17,1,0
T1924,U9155,7843.76,Payment,Wallet,Android,Mumbai,1943,16,1,5865.4,0,0.337,6,0
T1925,U4614,27530.81,Payment,Wallet,Android,Mumbai,1445,19,0,26123.27,0,0.193,2,0
T1926,U8945,12720.52,Payment,UPI,Android,Bangalore,1393,14,0,13366.71,0,0.121,6,0
T1927,U5519,19247.06,Transfer,Wallet,Android,Hyderabad,805,17,0,20703.4,1,0.02,3,0
T1928,U8550,24379.97,Payment,Card,iOS,Chennai,1269,17,0,28031.18,0,0.102,5,0
T1929,U8806,16686.1,Transfer,Card,iOS,Delhi,1083,15,0,16642.42,1,0.119,4,0
T1930,U6093,584.98,Withdrawal,Wallet,iOS,Bangalore,1887,21,3,656.99,0,0.382,9,0
T1931,U7024,27655.52,Payment,Card,Android,Hyderabad,1141,8,0,20904.08,0,0.161,1,0
T1932,U6652,29865.67,Payment,UPI,Web,Delhi,957,20,0,24368.63,0,0.216,2,0
T1933,U5030,25842.05,Transfer,UPI,iOS,Delhi,209,18,1,24021.58,0,0.203,7,0
T1934,U8942,19249.01,Payment,NetBanking,iOS,Hyderabad,1552,17,0,17114.63,0,0.371,5,0
T1935,U1560,16294.41,Transfer,Card,Web,Bangalore,1289,21,1,12337.95,0,0.175,2,0
T1936,U4730,10815.08,Transfer,Card,iOS,Hyderabad,460,20,2,8646.29,0,0.268,1,0
T1937,U3313,26525.84,Transfer,Card,iOS,Hyderabad,717,14,0,28550.85,0,0.49,1,0
T1938,U5246,8756.14,Withdrawal,NetBanking,iOS,Bangalore,927,13,1,9117.05,0,0.245,2,0
T1939,U4139,15458.01,Withdrawal,NetBanking,Android,Hyderabad,416,18,0,13459.98,0,0.064,3,0
T1940,U8050,21327.4,Withdrawal,UPI,iOS,Mumbai,408,21,1,18272.32,0,0.38,2,0
T1941,U9754,6936.36,Payment,Card,iOS,Bangalore,355,21,3,5658.15,1,0.253,1,0
T1942,U8571,27571.0,Transfer,Card,Web,Hyderabad,1483,19,0,27120.32,0,0.168,5,0
T1943,U1899,3329.72,Withdrawal,Card,iOS,Mumbai,664,21,1,4414.15,0,0.078,7,0
T1944,U2677,25483.6,Payment,NetBanking,Android,Bangalore,1198,11,2,23847.43,0,0.378,2,0
T1945,U4776,21533.65,Payment,Card,Android,Bangalore,1507,19,0,19165.46,0,0.301,4,0
T1946,U2998,7142.41,Payment,Card,iOS,Hyderabad,774,8,0,10505.99,0,0.299,2,0
T1947,U5634,16119.57,Transfer,Card,Android,Mumbai,658,15,1,18701.68,0,0.421,9,0
T1948,U9080,4847.47,Payment,Card,Android,Bangalore,1296,11,1,4603.89,0,0.467,1,0
T1949,U2935,50000.0,Withdrawal,Card,Android,Chennai,11,4,3,17193.24,1,0.459,5,1
T1950,U2623,2061.2,Payment,NetBanking,Web,Bangalore,1078,13,0,3149.38,0,0.336,2,0
T1951,U3273,29784.99,Transfer,UPI,Android,Mumbai,1617,19,0,25668.75,0,0.117,2,0
T1952,U6217,17431.24,Payment,Card,Android,Mumbai,895,14,0,15960.28,0,0.324,5,0
T1953,U1892,1492.4,Transfer,Card,Android,Hyderabad,729,15,0,2017.46,0,0.125,1,0
T1954,U3745,50000.0,Payment,Card,iOS,Chennai,31,3,3,18595.59,0,0.825,8,1
T1955,U2700,16022.52,Payment,NetBanking,Android,Hyderabad,1434,7,0,17002.65,1,0.154,3,0
T1956,U2173,9771.08,Payment,Card,iOS,Delhi,1979,21,0,10311.87,0,0.244,4,0
T1957,U1685,12542.65,Withdrawal,Wallet,iOS,Delhi,1255,16,1,14902.22,0,0.024,4,0
T1958,U3940,19455.44,Payment,NetBanking,Android,Delhi,612,16,0,22685.93,1,0.442,1,0
T1959,U3822,788.39,Payment,UPI,iOS,Delhi,457,12,0,1223.88,0,0.246,4,0
T1960,U1703,29974.68,Payment,UPI,Web,Mumbai,1936,11,1,22686.01,0,0.114,3,0
T1961,U9414,12189.22,Payment,NetBanking,Web,Chennai,1498,18,3,3430.46,0,0.792,6,1
T1962,U6235,27481.28,Withdrawal,Wallet,Android,Hyderabad,1312,9,1,27197.01,0,0.09,3,0
T1963,U6283,8954.27,Transfer,NetBanking,iOS,Hyderabad,1197,8,1,10039.13,0,0.281,4,0
T1964,U6772,3564.63,Payment,Wallet,Web,Hyderabad,1304,20,1,4032.03,0,0.052,1,0
T1965,U3077,14761.29,Transfer,UPI,Android,Delhi,1402,12,0,21045.04,0,0.116,6,0
T1966,U8470,20097.7,Transfer,Wallet,Android,Mumbai,941,11,0,28977.86,0,0.28,7,0
T1967,U5992,24246.7,Payment,Card,Android,Hyderabad,1868,7,4,26146.3,0,0.111,4,0
T1968,U6020,5937.64,Payment,NetBanking,Android,Delhi,1322,12,0,8466.28,1,0.474,6,0
T1969,U9109,27352.22,Payment,Card,iOS,Hyderabad,290,17,0,20301.45,0,0.139,1,0
T1970,U8781,19879.65,Transfer,UPI,Android,Mumbai,511,14,0,27425.09,0,0.239,1,0
T1971,U9787,4631.92,Payment,NetBanking,Android,Bangalore,640,10,2,4971.66,0,0.376,2,0
T1972,U9923,18160.63,Payment,UPI,Android,Chennai,152,5,4,5975.31,0,0.581,2,1
T1973,U2169,44159.05,Transfer,Wallet,Android,Chennai,1579,5,4,10696.6,0,0.326,1,1
T1974,U6342,5380.75,Transfer,Wallet,iOS,Bangalore,1036,11,0,7632.31,0,0.193,1,0
T1975,U3195,22895.03,Transfer,Card,Android,Mumbai,598,14,0,24993.05,0,0.047,1,0
T1976,U3988,16758.68,Transfer,UPI,Web,Bangalore,695,15,0,12488.92,0,0.316,4,0
T1977,U9461,13879.25,Withdrawal,NetBanking,iOS,Bangalore,1841,18,0,16175.66,0,0.163,4,0
T1978,U9561,26803.44,Transfer,Card,Android,Delhi,770,13,0,26492.33,0,0.221,2,0
T1979,U7855,17660.14,Transfer,NetBanking,Android,Mumbai,452,19,1,19891.65,0,0.252,3,0
